COMPANY,ADDRESS,CITY,STATE,ZIP,ZIP4,LEGALNAME,PADDRESSLNG,PCITY,PSTATE,PZIP,PCRRT,SICDESC,TITLE,CONTACTNAMECOMP,Corporate Name (Search),UCC URL (Search),Source File,Status (UCC),Date Filed,Expires,Filings Completed Through,UCC Number,Filing Events,Secured Parties Count,Secured Party 1 Name,Secured Party 1 Address,Secured Party 2 Name,Secured Party 2 Address,Secured Party 3 Name,Secured Party 3 Address,Secured Party 4 Name,Secured Party 4 Address,Secured Party 5 Name,Secured Party 5 Address,Debtor Parties Count,Debtor Name,Debtor Address,Document Type,Document Pages,Document Number,Filing Date
Magic Jack Vocaltec LLC,560 Village Blvd Ste 120,West Palm Beach,FL,33409-1963,1963,MAGIC JACK VOCALTEC LLC,560 Village Blvd Ste 120,West Palm Beach,FL,33409-1963,,Internet Connectivity Services,Chief Financial Officer,Mr. Jose Gordo,Magic Jack Vocaltec LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Institute For Wns Hlth & Bdy,560 Village Blvd Ste 315,West Palm Beach,FL,33409-1967,1967,"INSTITUTE FOR WOMENS HEALTH & BODY, INC",560 Village Blvd Ste 315,West Palm Beach,FL,33409-1967,C071,Gynecologist,President,Mr. Seth J Herbst,Institute For Wns Hlth & Bdy,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Advanced Womens Health Care,603 Village Blvd Ste 201,West Palm Beach,FL,33409-1972,1972,ADVANCED WOMEN'S HEALTH CARE,603 Village Blvd Ste 201,West Palm Beach,FL,33409-1972,,Gynecologist,President,Mr. Ronald T Ackerman,Advanced Womens Health Care,https://floridaucc.com/search?text=ADVANCED WOMEN'S HEALTH CARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,08/27/2001,08/27/2006,03/02/2026,200100185669,1,1,,,,,,,,,,,2,ACKERMAN & PLISKON M D PA,"603 VILLAGE BLVD STE 201, WEST PALM BEACH, FL, 33409",UCC1,1,,08/27/2001
Tittle  Kairalla & Logan  Pl,360 Columbia Dr Ste 100,West Palm Beach,FL,33409-1976,1976,"TITTLE, KAIRALLA & LOGAN, P.L.",360 Columbia Dr Ste 100,West Palm Beach,FL,33409-1976,C074,"General Practice Attorney, Lawyer",Principal,Jd Tittle,Tittle  Kairalla & Logan  Pl,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Sommers Everhart & Kohler PA,380 Columbia Dr Ste 111,West Palm Beach,FL,33409-1977,1977,"SOMMERS, EVERHART & KOHLER, P.A.",380 Columbia Dr Ste 111,West Palm Beach,FL,33409-1977,C074,Certified Public Accountant,President,Mr. James Everhart,Sommers Everhart & Kohler PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Jack Fhillips Design Inc,4 Harvard Cir Ste 200,West Palm Beach,FL,33409-1978,1978,JACK FHILLIPS DESIGN INC.,4 Harvard Cir Ste 200,West Palm Beach,FL,33409-1978,C074,Interior Designer,President,Mr. Jack Fhillips,Jack Fhillips Design Inc,https://floridaucc.com/search?text=JACK FHILLIPS DESIGN INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/15/1998,10/15/2008,03/02/2026,980000230797,2,1,,,,,,,,,,,2,JACK FHILLIPS DESIGN INC,"4501 GEORGIA AVE, WEST PALM BEACH, FL, 33405",UCC1,1,,10/15/1998
Digital Vibez  Inc,5 Harvard Cir,West Palm Beach,FL,33409-1979,1979,"DIGITAL VIBEZ, INC.",5 Harvard Cir,West Palm Beach,FL,33409-1979,,Charitable Organization,Executive Director,Mr. Wilford Romelus,Digital Vibez  Inc,"https://floridaucc.com/search?text=DIGITAL VIBEZ, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,06/27/2020,06/27/2030,03/02/2026,202002540819,1,1,,,,,,,,,,,1,"DIGITAL VIBEZ, INC","2635 OLD OKEECHOBEE ROAD, WEST PALM BEACH, FL, 33409",UCC1,1,,06/27/2020
In Horizon Title Services,5 Harvard Cir Ste 100,West Palm Beach,FL,33409-1979,1979,IN HORIZON TITLE SERVICES,5 Harvard Cir Ste 100,West Palm Beach,FL,33409-1979,C074,Title And Trust Companies,Principal,Mr. Chuck Bolz,In Horizon Title Services,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Kenair  Inc,2 Harvard Circle Ste 400,West Palm Beach,FL,33409-1980,1980,"KENAIR, INC.",2 Harvard Cir Ste 400,West Palm Beach,FL,33409-1980,,Air Taxis,President,Mr. Robert Kenna,Kenair  Inc,"https://floridaucc.com/search?text=KENAIR, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,04/10/2008,04/10/2013,03/02/2026,200808059716,0,1,,,,,,,,,,,1,KENAIR INC,"2335 LORENA LANE, CLEARWATER, FL, 33765",UCC1,1,,04/10/2008
Wittmann Building Corporation,2 Harvard Cir Ste 300,West Palm Beach,FL,33409-1980,1980,WITTMANN BUILDING CORPORATION,2 Harvard Cir Ste 300,West Palm Beach,FL,33409-1980,C074,"New Construction, Single-Family Houses",President,Mr. Paul Wittmann,Wittmann Building Corporation,https://floridaucc.com/search?text=WITTMANN BUILDING CORPORATION&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/15/1999,11/15/2004,03/02/2026,990000258656,0,1,,,,,,,,,,,2,GW PARTNERSHIP,"4262 NORTHLAKE BLVD, STE 109, PALM BEACH GARDENS, FL, 33410",UCC1,3,,11/15/1999
Roberts Reynolds & Bedard P A,470 Columbia Dr Ste C101,West Palm Beach,FL,33409-1983,1983,ROBERTS REYNOLDS & BEDARD P A,470 Columbia Dr Ste C101,West Palm Beach,FL,33409-1983,C074,"General Practice Attorney, Lawyer",Partner,Mr. George Roberts,Roberts Reynolds & Bedard P A,https://floridaucc.com/search?text=ROBERTS REYNOLDS & BEDARD P A&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,12/04/2003,12/04/2008,03/02/2026,200305600972,0,1,,,,,,,,,,,1,ROBERTS REYNOLDS & BEDARD PA,"470 COLUMBIA DR, STE 101C, WEST PALM BEACH, FL, 33409",UCC1,1,,12/04/2003
Palm Beach Dermatology Inc,470 Columbia Dr Ste 102a,West Palm Beach,FL,33409-1983,1983,PALM BEACH DERMATOLOGY INC,470 Columbia Dr Ste A102,West Palm Beach,FL,33409-1983,,Dermatologist,President,Mr. Steven Rosenberg,Palm Beach Dermatology Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Law Office Scott Glassman PA,420 Columbia Dr Ste 110,West Palm Beach,FL,33409-1986,1986,"LAW OFFICE OF SCOTT GLASSMAN, P.A.",420 Columbia Dr,West Palm Beach,FL,33409-1986,C074,"General Practice Attorney, Lawyer",President,Mr. Scott D Glassman,Law Office Scott Glassman PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Freeman Injury Law,4 Harvard Cir Ste 600,West Palm Beach,FL,33409-1989,1989,FREEMAN INJURY LAW,4 Harvard Cir Ste 600,West Palm Beach,FL,33409-1989,C074,General Practice Law Office,Manager,Mr. Dean Freeman,Freeman Injury Law,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Marshall R Jones Inc,470 Columbia Dr Ste E100,West Palm Beach,FL,33409-1996,1996,MARSHALL R JONES INC,470 Columbia Dr Ste E100,West Palm Beach,FL,33409-1996,,"Insurance Agents, Nec",President,R M Jones,Marshall R Jones Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Florida Cnfrnce Of Untd Mthdst,900 Brandywine Rd,West Palm Beach,FL,33409-2003,2003,FLORIDA CONFERENCE OF UNITED METHODIST INC,900 Brandywine Rd,West Palm Beach,FL,33409-2003,C074,Methodist Church,Pastor,Mr. Kent Crow,Florida Cnfrnce Of Untd Mthdst,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Group Architects Inc,950 Bear Island Cir,West Palm Beach,FL,33409-2060,2060,THE LAWRENCE GROUP ARCHITECTS INC,950 Bear Island Cir,West Palm Beach,FL,33409-2060,,Architectural Engineering,President,Mr. Eugene Lawrence,Lawrence Group Architects Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Painting  Inc,1743 Village Blvd Apt 204,West Palm Beach,FL,33409-2069,2069,"DYNAMIC PAINTING, INC.",1743 Village Blvd Apt 204,West Palm Beach,FL,33409-2069,,Residential Painting,President,Jupiter Nascimento,Dynamic Painting  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Na Colon  Inc,1749 Village Blvd Apt 205,West Palm Beach,FL,33409-2070,2070,COLON NA INC,1749 Village Blvd Apt 205,West Palm Beach,FL,33409-2070,,National Commercial Banks,Principal,Ms. Nancy M Colon,Na Colon  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Total Building Needs  Inc,1202 Avondale Ln,West Palm Beach,FL,33409-2075,2075,"TOTAL BUILDING NEEDS, INC.",1202 Avondale Ln,West Palm Beach,FL,33409-2075,C074,"Brokers, Business: Buying And Selling Business Enterprises",President,Mr. Roy Dan,Total Building Needs  Inc,"https://floridaucc.com/search?text=TOTAL BUILDING NEEDS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,07/24/2020,07/24/2030,03/02/2026,202003624870,1,1,,,,,,,,,,,1,"TOTAL BUILDING NEEDS, INC","801 NORTHPOINT PARKWAY SUITE 33, WEST PALM BEACH, FL, 33407",UCC1,1,,07/24/2020
Oxtails Corp,2835 N Military Trl Ste A,West Palm Beach,FL,33409-2625,2625,OXTAILS CORP.,2835 N Military Trl Ste A,West Palm Beach,FL,33409-2625,C019,"Meat Markets, Including Freezer Provisioners",President,Mr. Jerold Kritchman,Oxtails Corp,https://floridaucc.com/search?text=OXTAILS CORP.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,08/23/1999,08/23/2004,03/02/2026,990000192603,0,2,,,,,,,,,,,1,OXTAILS CORP,"18164 LAUREL LEAF LANE, TEQUESTA, FL, 33469",UCC1,4,,08/23/1999
Sterling Vllges Of Palm Bch Lk,1100 Village Blvd,West Palm Beach,FL,33409-2713,2713,THE STERLING VILLAGES OF PALM BEACH LAKES CONDOMINIUM ASSOCIATION INC,1100 Village Blvd,West Palm Beach,FL,33409-2713,,Condominium Association,President,Mr. Charles M Andrews,Sterling Vllges Of Palm Bch Lk,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Azalea Village  LLC,4200 Community Dr,West Palm Beach,FL,33409-2742,2742,"AZALEA VILLAGE, LLC",4200 Community Dr,West Palm Beach,FL,33409-2742,C019,Apartment Building Operators,Managing Member,Ms. Dawn Watson,Azalea Village  LLC,"https://floridaucc.com/search?text=AZALEA VILLAGE, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,09/01/2009,09/01/2024,03/02/2026,200901131200,4,1,,,,,,,,,,,1,"AZALEA VILLAGE, LLC","C/O AZALEA VILLAGE MANAGERS, INC., 2200 E. 4TH AVENUE, HIALEAH, FL, 33010",UCC1,8,,09/01/2009
Business Rsdntial Cmpt Systems,2215 N Mlitary Trl Ste B1,West Palm Beach,FL,33409-2901,2901,"BUSINESS AND RESIDENTIAL COMPUTER SYSTEMS, INC.",2215 N Military Trl Ste B1,West Palm Beach,FL,33409-2901,,Computer Peripheral Equipment,President,Mr. Russ Devoe,Business Rsdntial Cmpt Systems,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Graphics Designer  Inc,2353 N Military Trl C,West Palm Beach,FL,33409-2904,2904,"GRAPHICS DESIGNER, INC.",2353 N Military Trl # C,West Palm Beach,FL,33409-2904,C019,Signs And Advertising Specialties,President,Mr. Lino Defeo,Graphics Designer  Inc,"https://floridaucc.com/search?text=GRAPHICS DESIGNER, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,10/25/1995,10/25/2005,03/02/2026,950000214585,1,1,,,,,,,,,,,2,GRAPHICS DESIGNER INC,"1369 N MILITARY TRL, WEST PALM BEACH, FL, 33409",UCC1,2,,10/25/1995
Reifco  Inc,2465 N Military Trl,West Palm Beach,FL,33409-2906,2906,"REIFCO, INC.",2465 N Military Trl,West Palm Beach,FL,33409-2906,C019,General Automotive Repair Shops,President,Mr. Edward Jenkins,Reifco  Inc,"https://floridaucc.com/search?text=REIFCO, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,02/27/1992,02/27/1997,03/02/2026,920000039440,0,1,,,,,,,,,,,2,TRIAL TIRE CO,"2465 N MILITARY TRL, WEST PALM BEACH, FL",UCC1,1,,02/27/1992
A-1 Wheel & Tire LLC,2525 N Military Trl,West Palm Beach,FL,33409-2908,2908,A-1 WHEEL & TIRE LLC,2525 N Military Trl,West Palm Beach,FL,33409-2908,C019,Automotive Tires,President,Mr. Richard Brown,A-1 Wheel & Tire LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Health Management Ventures Inc,2215 N Military Trl Ste O,West Palm Beach,FL,33409-2909,2909,"HEALTH MANAGEMENT VENTURES, INC.",2215 N Military Trl Ste O,West Palm Beach,FL,33409-2909,,Business Management,Principal,Ms. Jennifer Townsend,Health Management Ventures Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Sa1 Marketing Firm LLC,2695 N Mltary Trl Ste 22,West Palm Beach,FL,33409-2946,2946,SA1 MARKETING FIRM LLC,2695 N Military Trl Ste 22 Pmb 1029,West Palm Beach,FL,33409-2946,,Marketing Consulting Services,Managing Member,Mr. Sam F Auguste,Sa1 Marketing Firm LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Hope Health & Wellness  Inc,2845 N Military Trl,West Palm Beach,FL,33409-2954,2954,"HOPE HEALTH & WELLNESS, INC.",2845 N Military Trl Ste C31,West Palm Beach,FL,33409-2954,,Offices And Clinics Of Chiropractors,President,Mr. Andrew P Hope,Hope Health & Wellness  Inc,"https://floridaucc.com/search?text=HOPE HEALTH & WELLNESS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,06/24/2021,06/24/2031,03/02/2026,202107518774,1,1,,,,,,,,,,,1,"HOPE HEALTH & WELLNESS, INC","655 N MILITARY TRL, WEST PALM BCH, FL, 33415",UCC1,1,,06/24/2021
October Corporation,2845 N Military Trl,West Palm Beach,FL,33409-2955,2955,OCTOBER CORPORATION,2845 N Military Trl Ste A11,West Palm Beach,FL,33409-2955,C019,Chinese Restaurant,President,Mr. Dominic Wong,October Corporation,https://floridaucc.com/search?text=OCTOBER CORPORATION&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/02/1998,10/02/2003,03/02/2026,980000220696,1,1,,,,,,,,,,,2,OCTOBER CORPORATION,"2845 N MILITARY TR, WEST PALM BEACH, FL, 33408",UCC1,3,,10/02/1998
East Coast Tire Biz  Inc,2360 N Mlitary Rd Ste 101,West Palm Beach,FL,33409-2956,2956,"EAST COAST TIRE BIZ, INC.",2360 N Military Trl Ste 101,West Palm Beach,FL,33409-2956,,Automotive Tires,President,Mr. Douglas E Walters,East Coast Tire Biz  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Eddingers Pest Control  Inc,2215 N Military Trl,West Palm Beach,FL,33409-2972,2972,"EDDINGER'S PEST CONTROL, INC.",2215 N Military Trl,West Palm Beach,FL,33409-2972,,Pest Control In Structures,President,Mr. William F Eddinger,Eddingers Pest Control  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Americas Choice Florida  Inc,2215 N Military Trl,West Palm Beach,FL,33409-2972,2972,"AMERICA'S CHOICE OF FLORIDA, INC.",2215 N Military Trl Ste 100,West Palm Beach,FL,33409-2972,C019,"Real Estate Agent, Residential",President,Mr. Douglas Rill,Americas Choice Florida  Inc,"https://floridaucc.com/search?text=AMERICA'S CHOICE OF FLORIDA, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,07/10/2019,07/10/2029,03/02/2026,201909096871,1,1,,,,,,,,,,,1,AMERICAS CHOICE OF FLORIDA INC,"2215 NORTH MILITARY TRAIL #100, WEST PALM BEACH, FL, 33409",UCC1,1,,07/10/2019
Ahepa 18  Inc,4370 Community Dr,West Palm Beach,FL,33409-2975,2975,"AHEPA 18, INC.",4370 Community Dr,West Palm Beach,FL,33409-2975,,Retirement Hotel Operation,President,Mr. Stephen Pavlakos,Ahepa 18  Inc,"https://floridaucc.com/search?text=AHEPA 18, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,06/30/1997,06/30/2002,03/02/2026,970000142679,0,1,,,,,,,,,,,1,AHEPA 18 INC,"301 CLEMATIS ST STE 200, WEST PALM BEACH, FL, 33401",UCC1,8,,06/30/1997
Okeechobee Donuts  Inc,4440 Okeechobee Blvd,West Palm Beach,FL,33409-3108,3108,"OKEECHOBEE DONUTS, INC.",4440 Okeechobee Blvd,West Palm Beach,FL,33409-3108,C052,Doughnuts,President,Mr. Manuel Andrade,Okeechobee Donuts  Inc,"https://floridaucc.com/search?text=OKEECHOBEE DONUTS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,06/06/1996,06/06/2001,03/02/2026,960000116071,0,1,,,,,,,,,,,1,OKEECHOBEE DONUTS INC,"4440 OKEECHOBEE BLVD, WEST PALM BCH, FL",UCC1,2,,06/06/1996
W P B Hospitality  LLC,2154 Zip Code Pl,West Palm Beach,FL,33409-3126,3126,"W P B HOSPITALITY, LLC",2154 Zip Code Pl,West Palm Beach,FL,33409-3126,,Cabaret,Managing Member,Mr. Bradford Keiller,W P B Hospitality  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Gator Guns & Archery Ctr Inc,2154 Zip Code Pl Ste 7,West Palm Beach,FL,33409-3126,3126,"GATOR GUNS & ARCHERY CENTER, INC.",2154 Zip Code Pl Ste 7,West Palm Beach,FL,33409-3126,C052,Firearms,Director,Mr. Joseph B Stephens,Gator Guns & Archery Ctr Inc,"https://floridaucc.com/search?text=GATOR GUNS & ARCHERY CENTER, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,09/08/2010,09/08/2015,03/02/2026,201003169617,0,1,,,,,,,,,,,1,"GATOR GUNS & ARCHERY CENTER, INC.","2154 ZIP CODE PLACE #7, WEST PALM BEACH, FL, 33409",UCC1,1,,09/08/2010
Tint Matrix Inc,2088 N Military Trl Ste C,West Palm Beach,FL,33409-3127,3127,TINT MATRIX INC.,2088 N Military Trl Ste C,West Palm Beach,FL,33409-3127,,"Glass Tinting, Architectural Or Automotive",President,Mr. Stephen D Smith,Tint Matrix Inc,https://floridaucc.com/search?text=TINT MATRIX INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/20/2011,07/20/2016,03/02/2026,201104986297,0,1,,,,,,,,,,,2,TINT MATRIX INC.,"2088 NORTH MILITARY TRAIL, WEST PALM BEACH, FL, 33409",UCC1,1,,07/20/2011
Strictly Doors  Inc,4365 Okeechobee Blvd,West Palm Beach,FL,33409-3129,3129,"STRICTLY DOORS, INC.",4365 Okeechobee Blvd Ste B4,West Palm Beach,FL,33409-3129,C052,"Garage Door, Installation Or Erection",President,Mr. Anthony Graziano,Strictly Doors  Inc,"https://floridaucc.com/search?text=STRICTLY DOORS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,12/18/1995,12/18/2000,03/02/2026,950000252281,0,1,,,,,,,,,,,1,STRICTLY DOORS INC,"4361 OKEECHOBEE BLVD, W PALM BEACH, FL, 33409",UCC1,1,,12/18/1995
Cat5 Technologies  Inc,4353 Okchobee Blvd Ste D1,West Palm Beach,FL,33409-3142,3142,"CAT5 TECHNOLOGIES, INC.",4353 Okeechobee Blvd Ste D1,West Palm Beach,FL,33409-3142,,Alarm And Safety Equipment Stores,Chief Executive Officer,Varel Dixon,Cat5 Technologies  Inc,"https://floridaucc.com/search?text=CAT5 TECHNOLOGIES, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,06/14/2020,06/14/2030,03/02/2026,20200227549X,1,1,,,,,,,,,,,1,CAT5 TECHNOLOGIES INC,"4353 OKEECHOBEE BLVD STE D1, WEST PALM BEACH, FL, 33409",UCC1,1,,06/14/2020
Marino Performance  Inc,4190 Okeechobee Blvd,West Palm Beach,FL,33409-3204,3204,"MARINO PERFORMANCE, INC.",4190 Okeechobee Blvd,West Palm Beach,FL,33409-3204,C052,"Automobiles, New And Used",Principal,Mr. Gregory W Marino,Marino Performance  Inc,"https://floridaucc.com/search?text=MARINO PERFORMANCE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,08/31/2011,08/31/2026,03/02/2026,201105233063,4,1,,,,,,,,,,,1,"MARINO PERFORMANCE, INC.","5403 N. HAVERHILL RD. #231-232, WEST PALM BEACH, FL, 33407",UCC1,1,,08/31/2011
Friends Of Fster Chldren Palm,4100 Okeechobee Blvd,West Palm Beach,FL,33409-3204,3204,"FRIENDS OF FOSTER CHILDREN OF PALM BEACH COUNTY, INC.",4100 Okeechobee Blvd,West Palm Beach,FL,33409-3204,C052,Charitable Organization,Principal,Ms. Amy Newbold,Friends Of Fster Chldren Palm,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Foster Adptive Prent Assn Palm,4100 Okeechobee Blvd,West Palm Beach,FL,33409-3204,3204,FOSTER & ADOPTIVE PARENT ASSN OF PALM BEACH COUNTY,4100 Okeechobee Blvd,West Palm Beach,FL,33409-3204,,"Membership Organizations, Nec",Principal,Ms. Beverly Marinaro,Foster Adptive Prent Assn Palm,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Marks Gas Systems and Repair,2101 Scott Ave # B,West Palm Beach,FL,33409-3209,3209,MARK'S GAS SYSTEMS AND REPAIR INC,2101 Scott Ave # B,West Palm Beach,FL,33409-3209,,Propane Conversion Equipment,President,Mr. Mark Thompson,Marks Gas Systems and Repair,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Direct Fresh Marketing  Inc,2045 Spafford Ave,West Palm Beach,FL,33409-3213,3213,"DIRECT FRESH MARKETING, INC.",2045 Spafford Ave,West Palm Beach,FL,33409-3213,C052,Fruit And Vegetable Markets,President,Mr. Sean P Ruddy,Direct Fresh Marketing  Inc,"https://floridaucc.com/search?text=DIRECT FRESH MARKETING, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,06/05/2020,06/05/2025,03/02/2026,202002049511,0,1,,,,,,,,,,,1,DIRECT FRESH MARKETING INC,"2045 SPAFFORD AVE, WEST PALM BCH, FL, 33409",UCC1,1,,06/05/2020
Direct Fresh Whl & Export Inc,2045 Spafford Ave,West Palm Beach,FL,33409-3213,3213,"DIRECT FRESH WHOLESALE & EXPORT, INC.",2045 Spafford Ave,West Palm Beach,FL,33409-3213,,"Dairy Products, Except Dried Or Canned",President,Royman Domingo-Garcia,Direct Fresh Whl & Export Inc,"https://floridaucc.com/search?text=DIRECT FRESH WHOLESALE & EXPORT, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,08/22/2023,08/22/2028,03/02/2026,202302303740,1,1,,,,,,,,,,,1,DIRECT FRESH WHOLESALE & EXPORT INC,"2045 SPAFFORD AVE, WEST PALM BEACH, FL, 33409",UCC1,2,,08/22/2023
Xpert Elevator Services  Inc,2113 Spafford Ave,West Palm Beach,FL,33409-3215,3215,"XPERT ELEVATOR SERVICES, INC.",2113 Spafford Ave,West Palm Beach,FL,33409-3215,C052,"Elevators: Inspection, Service, And Repair",Chief Executive Officer,Mr. Dean A Beckemeyer,Xpert Elevator Services  Inc,"https://floridaucc.com/search?text=XPERT ELEVATOR SERVICES, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,10/01/2012,10/01/2027,03/02/2026,201207617464,2,1,,,,,,,,,,,1,"XPERT ELEVATOR SERVICES, INC.","550 BUSINESS PARK WAY STE 8, ROYAL PALM BEACH, FL, 33411",UCC1,1,,10/01/2012
Speedy Rooter,2196 Spafford Ave,West Palm Beach,FL,33409-3216,3216,SPEEDY ROOTER,2196 Spafford Ave,West Palm Beach,FL,33409-3216,C052,Tool Repair Services,Owner,Mr. Juan Lopez,Speedy Rooter,https://floridaucc.com/search?text=SPEEDY ROOTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,01/07/2000,01/07/2005,03/02/2026,200000005693,1,1,,,,,,,,,,,2,SPEEDY ROOTER INC,"239 TALL PINES RD, WEST PALM BEACH, FL, 33406",UCC1,1,,01/07/2000
